Generated_Prompt,Original_Question,Original_Answer
"[INST] In Python, how do I get a function name as a string without calling the function?
def my_function():
    pass

print get_function_name_as_string(my_function) # my_function is not in quotes

should output ""my_function"".
Is this available in python? If not, any idea how to write get_function_name_as_string in Python?
 [/INST] You can also do this:
my_function()

  output: ""my_function""

  get_function_name_as_string
my_function().function_name # get_function_name_as_string

  get_function_name_as_string
my_function().function_name # get_function_name_as_string

  get_function_name_as_string
my_function().function_name # get_function_name_as_string

  get_function_name_as_string
my_function().function_name # get_function_name_as_string

  get_function_name_as_string
get_function_name_as_string # get_function_name_as_string
get_function_name_as_list
get_function_name_as_list # get_name_as_list

  get_function_name_as_list(""my_function"", ""my_list"") # get_name_name(""my_function"")

get_function_name_as_list(""my_function"", ""my_list"") # get_function_name(""my_function"")
get_function_name_as_list(""my_function"", ""my_list"") # get_function_name(""my_function"")
get_function_name_as_list(""my_function"", ""my_list"") # get_function_name_as_list
get_function_name_as_list(""my_function"") # get_name_list(""my_list"")

as_name = ""my_function""

get_function_name_as_list(""my_function"") # get_function_name(""my_function"")
get_function_name(""my_function"") # get","In Python, how do I get a function name as a string without calling the function?
def my_function():
    pass

print get_function_name_as_string(my_function) # my_function is not in quotes

should output ""my_function"".
Is this available in python? If not, any idea how to write get_function_name_as_string in Python?
","This function will return the caller's function name.
def func_name():
    import traceback
    return traceback.extract_stack(None, 2)[0][2]

It is like Albert Vonpupp's answer with a friendly wrapper.
"
"[INST] I have used hashlib (which replaces md5 in Python 2.6/3.0) and it worked fine if I opened a file and put its content in hashlib.md5() function.
The problem is with very big files that their sizes could exceed RAM size.
How to get the MD5 hash of a file without loading the whole file to memory?
 [/INST] You can do this:
import hashlib
f=open('hash', 'r')
f.write(hashlib.hash('md5', filename))

  def hash(f):
    return hashlib.sha25(f)

  f.close()

  # hash2.sha25 is a very special case
  # http://stackoverflow.com/q/1482867/2443667000

  # 2000 hash2.sha25 is the best option, as it is the only option to make hash2 from a raw byte array (as all other methods I tried, except for hashing with md5, which was actually the worst option).
  # 2000 hash2 is the only way to hash hash(f) style data.
  # 2000 hash(f) 
  # 2000 hash(f)
  # 2000 hash(f)

  # 2000 hash(f) 
  # 2000 hash(f)

  # 2000 hash(f)
  # 2000 hash(f)

f = hashlib.sha25(f)
hash(f)

  # 2000 hash2 hash
  # 2000 hash(f)

  # 2000 hash(f)
  # 2000 hash(f)

  # 2000 hash(f)

  # 2200 hash(f)

  # 2200 hash(f)

  # 2200 hash(f)
  # 2200 hash(f)
  # 220","I have used hashlib (which replaces md5 in Python 2.6/3.0) and it worked fine if I opened a file and put its content in hashlib.md5() function.
The problem is with very big files that their sizes could exceed RAM size.
How to get the MD5 hash of a file without loading the whole file to memory?
","Here's my version of @Piotr Czapla's method:
def md5sum(filename):
    md5 = hashlib.md5()
    with open(filename, 'rb') as f:
        for chunk in iter(lambda: f.read(128 * md5.block_size), b''):
            md5.update(chunk)
    return md5.hexdigest()

"
"[INST] I have a list of arbitrary length, and I need to split it up into equal size chunks and operate on it. There are some obvious ways to do this, like keeping a counter and two lists, and when the second list fills up, add it to the first list and empty the second list for the next round of data, but this is potentially extremely expensive.
I was wondering if anyone had a good solution to this for lists of any length, e.g. using generators.
This should work:
l = range(1, 1000)
print chunks(l, 10) -> [ [ 1..10 ], [ 11..20 ], .., [ 991..999 ] ]

I was looking for something useful in itertools but I couldn't find anything obviously useful. Might've missed it, though.
Related question: What is the most âpythonicâ way to iterate over a list in chunks?
 [/INST] I think this is a better solution, with the list being split into two lists at least twice, as in the example below:
l = [ 1, 2, 3, 4, 5 ]
for i in range(1, 1000):
    l[i:0] += l[i:0]

  l = [ [ 0, 1, 2, 3, 4, 5, 6, 7, 8]
  for i in l:
    l[i] += l[i:0]
  # l is a list
  for i in range(1, 1000):
    l[i[i:0:0] += l[i:0]

# Example
[1, 2, 3, 4, 5, 6, 7, 8]
[0, 1, 2, 3, 4, 5, 6, 7, 8]

# Empty list to initialize the lists with zeroes
# if len(list) < 2, add to back
# if len(list) > 2, add to front

 [/INST] [/INST","I have a list of arbitrary length, and I need to split it up into equal size chunks and operate on it. There are some obvious ways to do this, like keeping a counter and two lists, and when the second list fills up, add it to the first list and empty the second list for the next round of data, but this is potentially extremely expensive.
I was wondering if anyone had a good solution to this for lists of any length, e.g. using generators.
This should work:
l = range(1, 1000)
print chunks(l, 10) -> [ [ 1..10 ], [ 11..20 ], .., [ 991..999 ] ]

I was looking for something useful in itertools but I couldn't find anything obviously useful. Might've missed it, though.
Related question: What is the most âpythonicâ way to iterate over a list in chunks?
","I saw the most awesome Python-ish answer in a duplicate of this question:
l = range(1,15)
i = iter(l)
print zip(i,i,i)

You can create n-tuple for any n.
"
"[INST] Python 2.6 introduced the str.format() method with a slightly different syntax from the existing % operator. Which is better and for what situations?

The following uses each method and has the same outcome, so what is the difference?
#!/usr/bin/python
sub1 = ""python string!""
sub2 = ""an arg""

a = ""i am a %s"" % sub1
b = ""i am a {0}"".format(sub1)

c = ""with %(kwarg)s!"" % {'kwarg':sub2}
d = ""with {kwarg}!"".format(kwarg=sub2)

print a    # ""i am a python string!""
print b    # ""i am a python string!""
print c    # ""with an arg!""
print d    # ""with an arg!""

Furthermore when does string formatting occur in Python? For example, if my logging level is set to HIGH will I still take a hit for performing the following % operation? And if so, is there a way to avoid this?
log.debug(""some debug info: %s"" % some_info)


 [/INST] The first example is the same as the second example and the second example is different. The reason is that the % operator in the first example is passed to the function call, and the % operator in the second example is used to specify the

given value.
  if %d == 'i am a %d' some time ago' some days ago i.e. my question is with %d argument in some code.
  if kwarg in some_argument: some time ago""

  if kwarg in some_argument: some_argument == some_argument

  if kwarg in some_argument: some_argument == some_argument""

  if kwarg in some_argument: some_argument == some_argument some_argument

  if kwarg in some_argument some_argument some_value: some_argument some_value

  if kwarg in some_argument some_value: some_value

  if %kwarg some_argument some_value: some_value some_value

  if %d in some_argument","Python 2.6 introduced the str.format() method with a slightly different syntax from the existing % operator. Which is better and for what situations?

The following uses each method and has the same outcome, so what is the difference?
#!/usr/bin/python
sub1 = ""python string!""
sub2 = ""an arg""

a = ""i am a %s"" % sub1
b = ""i am a {0}"".format(sub1)

c = ""with %(kwarg)s!"" % {'kwarg':sub2}
d = ""with {kwarg}!"".format(kwarg=sub2)

print a    # ""i am a python string!""
print b    # ""i am a python string!""
print c    # ""with an arg!""
print d    # ""with an arg!""

Furthermore when does string formatting occur in Python? For example, if my logging level is set to HIGH will I still take a hit for performing the following % operation? And if so, is there a way to avoid this?
log.debug(""some debug info: %s"" % some_info)


","But please be careful, just now I've discovered one issue when trying to replace all % with .format in existing code: '{}'.format(unicode_string) will try to encode unicode_string and will probably fail.
Just look at this Python interactive session log:
Python 2.7.2 (default, Aug 27 2012, 19:52:55) 
[GCC 4.1.2 20080704 (Red Hat 4.1.2-48)] on linux2
; s='Ð¹'
; u=u'Ð¹'
; s
'\xd0\xb9'
; u
u'\u0439'

s is just a string (called 'byte array' in Python3) and u is a Unicode string (called 'string' in Python3):
; '%s' % s
'\xd0\xb9'
; '%s' % u
u'\u0439'

When you give a Unicode object as a parameter to % operator it will produce a Unicode string even if the original string wasn't Unicode:
; '{}'.format(s)
'\xd0\xb9'
; '{}'.format(u)
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
UnicodeEncodeError: 'latin-1' codec can't encode character u'\u0439' in position 0: ordinal not in range(256)

but the .format function will raise ""UnicodeEncodeError"":
; u'{}'.format(s)
u'\xd0\xb9'
; u'{}'.format(u)
u'\u0439'

and it will work with a Unicode argument fine only if the original string was Unicode.
; '{}'.format(u'i')
'i'

or if argument string can be converted to a string (so called 'byte array')
"
"[INST] I want to be able to get the whole POST body of the request as a string or file handle that I can read but I'm unable to find a way (I'm new to Flask and Python for web at all). This is what I got:
from flask import Flask

app = Flask(__name__)
@app.route('/', methods=['GET', 'POST'])
def parse_request():
    # obtain the whole post body here, in case the request is post...

AS THIS QUESTION IS GETTING MANY VIEWS:
The answer to the question linked below is telling a way that works only if the content-type is not recognised, this one instead is asking how to get the whole raw post body regardless of the headers:
Get raw POST body in Python Flask regardless of Content-Type header
 [/INST] @flask.views.utils.request_data is a decorator that flask automatically applies to all your views. You can use it like this:
@app.route(""/path/data"")
def my_func():
    # do something with the GET request
    print ""got the data""

@app.route(""/path/data"")
def my_func():
    # do something with the GET request
    return ""got the data""

@app.route(""/path/data"")
def my_func():
    # do something with the GET request

@app.route(""/path/data"")
def my_func():
    # do something with the GET request

@app.route(""/path/data"")
def my_func():
    # do something with the GET request
    pass

@app.data
def my_func():
    # do something with the GET request
    # do something with the GET request

@app = Flask(__name__)
def my_func():
    # do something with the GET request
    print ""got the data""

@app.data
def my_func():
    # do something with the GET request

@app.route(""/path/data"")
def my_func():
    #...

@app.data
def my_func():
    # DO SOMETHING

@app","I want to be able to get the whole POST body of the request as a string or file handle that I can read but I'm unable to find a way (I'm new to Flask and Python for web at all). This is what I got:
from flask import Flask

app = Flask(__name__)
@app.route('/', methods=['GET', 'POST'])
def parse_request():
    # obtain the whole post body here, in case the request is post...

AS THIS QUESTION IS GETTING MANY VIEWS:
The answer to the question linked below is telling a way that works only if the content-type is not recognised, this one instead is asking how to get the whole raw post body regardless of the headers:
Get raw POST body in Python Flask regardless of Content-Type header
","The docs describe the attributes available on the request.  In most common cases request.data will be empty because it's used as a fallback:

request.data Contains the incoming request data as string in case it came with a mimetype Flask does not handle.


request.args: the key/value pairs in the URL query string
request.form: the key/value pairs in the body, as sent by a HTML POST form
request.files: the files in the body, which Flask keeps separate from form
request.values: combined args and form, preferring args if keys overlap

"
"[INST] I am trying to run a Django management command from cron. I am using virtualenv to keep my project sandboxed.
I have seen examples here and elsewhere that show running management commands from within virtualenv's like:
0 3 * * * source /home/user/project/env/bin/activate && /home/user/project/manage.py command arg

However, even though syslog shows an entry when the task should have started, this task never actually runs (the log file for the script is empty). If I run the line manually from the shell, it works as expected. 
The only way I can currently get the command to run via cron, is to break the commands up and put them in a dumb bash wrapper script:
#!/bin/sh
source /home/user/project/env/bin/activate
cd /home/user/project/
./manage.py command arg

Please enlighten me what the difference is. What am I missing?
Thanks
EDIT:
ars came up with a working combination of commands:
0 3 * * * cd /home/user/project && /home/user/project/env/bin/python /home/user/project/manage.py command arg

At least in my case, invoking the activate script for the virtualenv did nothing. This works, so on with the show.
 [/INST] The /home/user/project/activate command does not run, it just sets the environment variables and defines a python alias (see http://www.python.org/3/doc/ars/bin/activate) that you can run from the shell. (I know, I know, I know, I just figured out how to do this at home/user/project/bin/activate))
 [/INST) activate is a concept from the cron daemon that automatically activates a virtualenv (a subprocess in Python) whenever it needs to run. This is true for both Python and the cron daemon (and the virtualenv is a standard part of cron/sense) for most cases)

Here is how it works:

0 3 * /home/user/project/venenv/activate.py:3:42:33:33","I am trying to run a Django management command from cron. I am using virtualenv to keep my project sandboxed.
I have seen examples here and elsewhere that show running management commands from within virtualenv's like:
0 3 * * * source /home/user/project/env/bin/activate && /home/user/project/manage.py command arg

However, even though syslog shows an entry when the task should have started, this task never actually runs (the log file for the script is empty). If I run the line manually from the shell, it works as expected. 
The only way I can currently get the command to run via cron, is to break the commands up and put them in a dumb bash wrapper script:
#!/bin/sh
source /home/user/project/env/bin/activate
cd /home/user/project/
./manage.py command arg

Please enlighten me what the difference is. What am I missing?
Thanks
EDIT:
ars came up with a working combination of commands:
0 3 * * * cd /home/user/project && /home/user/project/env/bin/python /home/user/project/manage.py command arg

At least in my case, invoking the activate script for the virtualenv did nothing. This works, so on with the show.
","Running source from a cronfile won't work as cron uses /bin/sh as its default shell, which doesn't support source.  You need to set the SHELL environment variable to be /bin/bash:
SHELL=/bin/bash
*/10 * * * * root source /path/to/virtualenv/bin/activate && /path/to/build/manage.py some_command > /dev/null

It's tricky to spot why this fails as /var/log/syslog doesn't log the error details.  Best to alias yourself to root so you get emailed with any cron errors.  Simply add yourself to /etc/aliases and run sendmail -bi.
More info here:
http://codeinthehole.com/archives/43-Running-django-cronjobs-within-a-virtualenv.html
"
"[INST] Is there a function to extract the extension from a filename?
 [/INST]..............]

 ....................................

 ........................................................

 ...............................................

 ..................................

................

....................................

 ...................................

 ................................

 ...................................

.............................................

................................................................","Is there a function to extract the extension from a filename?
","I'm surprised no one has mentioned pathlib yet, pathlib IS awesome!
NOTE: You require to have Python 3.4 at least though!
import pathlib

print(pathlib.Path('yourPathGoesHere').suffix)

And if you want to get all the suffixes (for instance if you have a .tar.gz), .suffixes will return a list of them! Neat!
"
"[INST] Whenever I use sys.path.append, the new directory will be added. However, once I close python, the list will revert to the previous (default?) values. How do I permanently add a directory to PYTHONPATH?
 [/INST] On Mac OS X you can create a symlink for a directory with the name of the directory you want and the directory itself. This will make the path of the directory you want when you are trying to call the Python file.
  /Applications/MacOS XD.app/Contents/Developer/Python/MacOSX.app/Contents/Developer/Library/MacOSX.macos
On Windows you can create a shortcut for a directory in XYZ (I'm not sure how to do it in XYZ) just by adding.py extensions to your path.
Then you can call the shortlink from XYZ.
  example:
~/Applications/Xcode.app/Contents/MacOSX.developer/Platforms/Python/Python.app/Contents/Develop/Python.platform
~/Applications/Xcode.app/Contents/Developer/Library/MacOSX.platform/Developer/Library/Developer/Python.d/Python/Developer/Library/Python.d/Python.d/Contents/
 ~/Developer/Library/Python/lib/Python.d/Contents/
 ~/Developer/Library/Python/lib/
 ~/Developer/Library/MacOSX.d/Contents/Developer/Library/Developer/Python/Sites/MacOSX.platform/
 ~/Developer/Library/Developer/MacOSX.platform/Developer/Library/Developer/Xcode/Lib/Python.d/
 ~/Developer/Library/Developer/Library/Developer/Library/Developer/Library/Developer/Platforms/Developer/Library/Developer/Library/Developer/Library/Developer/Library/Develop/MacOSX.platform
 ~/Developer/Library/Develop/Mac","Whenever I use sys.path.append, the new directory will be added. However, once I close python, the list will revert to the previous (default?) values. How do I permanently add a directory to PYTHONPATH?
","This works on Windows

On Windows, with Python 2.7 go to the Python setup folder.
Open Lib/site-packages.
Add an example.pth empty file to this folder.
Add the required path to the file, one per each line.

Then you'll be able to see all modules within those paths from your scripts.
"
"[INST] How can I list all files of a directory in python and add them to a list?
 [/INST] from http://www.python.org/web/content/a/b/c]
>>> print(a)
b/c
>>> print(b/c, 1)
>>> print(b/c, 1)
>>> print(b/c, 1)
>>> print(b/c, 1)
>>> print(b/c, 1)
>>> print(b/c, 1)
>>> print(b/c, 1)
>>> print(b/c, 1)
>>> print(b/c, 1)
1
>>> print(b,c, 1)
>>> print(b,c, 1)
>>> print(b,c, 1)
>>> print(b,c, 1)
1
>>> print(b,c, 1)
>>> print(b,c, 1)
1
>>> print(b,c, 1)
>>> print(b,c, 1)
>>> print(b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
>>> (b,c, 1)
","How can I list all files of a directory in python and add them to a list?
","A one-line solution to get only list of files (no subdirectories):
filenames = next(os.walk(path))[2]

or absolute pathnames:
paths = [os.path.join(path,fn) for fn in next(os.walk(path))[2]]

"
"[INST] There is no built in reverse function in Python's str object. What is the best way of implementing this?
If supplying a very concise answer, please elaborate on it's efficiency. Is the str converted to a different object, etc. 
 [/INST] If you're only dealing with str objects, you can get away with the str.split() method, as in:
>>> ""abcd - -"".split()
['abcd', 'cd','- ','- ']

  abcd = ['abcd', 'cd','- ']

str.split(1) # 'abcd'
>>> ['abcd', 'cd','- ']

or even:
>>> 'abcd' # 'abcd'
>>> ""abcde""
>>> ""cd""
>>> 'abcd'

  # 'abcde' is the first argument, 'cd' is the second argument
>>> # 'abcd' 
>>> 'abcd'

  # 'abcde' is the first argument, 'cd' is the second argument

or even:
>>> ""abcd""

  # 'abcde' is the first answer
>>> ""abcd""

... etc.
>>> ""abcd""

  # 'abcd'
  # 'cd'

str.split("""", 'cd') # 'abcd'

The 'abcd' in the first example is actually a reference to the str.split('abcd', 'cd') 'cd' in a code example

  # 'abcd' in the second example
>>> ""abcd""

  # 'cd' in the third example

 [/INST] str.split('', 'cd') returns a list of strings, where the first one is the first element of the list, the second one is the second element of the list, etc.
>>> 'abcd'
['abcd', 'cd']

  # 'abcd'
['abcd', 'cd', 'cd']

  # 'cd', 'cd']
['abcd', 'cd', 'cd']

Str.split('', 'cd', 'cd']
['abcd', 'cd', 'cd']

Str.","There is no built in reverse function in Python's str object. What is the best way of implementing this?
If supplying a very concise answer, please elaborate on it's efficiency. Is the str converted to a different object, etc. 
","Quick Answer (TL;DR)
Example
### example01 -------------------
mystring  =   'coup_ate_grouping'
backwards =   mystring[::-1]
print backwards

### ... or even ...
mystring  =   'coup_ate_grouping'[::-1]
print mystring

### result01 -------------------
'''
gnipuorg_eta_puoc
'''

Detailed Answer
Background
This answer is provided to address the following concern from a user odigity:

Wow. I was horrified at first by the solution Paolo proposed, but that 
  took a back seat to the horror I felt upon reading the first
  comment: ""That's very pythonic. Good job!"" I'm so disturbed that such
  a bright community thinks using such cryptic methods for something so
  basic is a good idea. Why isn't it just s.reverse()?

Problem

Context

Python 2.x
Python 3.x

Scenario:

Developer wants to transform a string
Transformation is to reverse order of all the characters


Solution

example01 produces the desired result, using extended slice notation.        

Pitfalls

Developer might expect something like string.reverse()
The native idiomatic (aka ""pythonic"") solution may not be readable to newer developers
Developer may be tempted to implement his or her own version of string.reverse() to avoid slice notation.
The output of slice notation may be counter-intuitive in some cases:


see e.g., example02


print 'coup_ate_grouping'[-4:]    ## => 'ping'
compared to
print 'coup_ate_grouping'[-4:-1]  ## => 'pin'
compared to
print 'coup_ate_grouping'[-1]  ## => 'g'

the different outcomes of indexing on [-1] may throw some developers off


Rationale
Python has a special circumstance to be aware of: a string is an iterable type.
One rationale for excluding a string.reverse() method is to give python developers incentive to leverage the power of this special circumstance.
In simplified terms, this simply means each individual character in a string can be easily operated on as a part of a sequential array of elements, just like arrays in other programming languages.
To understand how this works, reviewing example02 can provide a good overview.
Example02
### example02 -------------------
## start (with positive integers)
print 'coup_ate_grouping'[0]  ## => 'c'
print 'coup_ate_grouping'[1]  ## => 'o' 
print 'coup_ate_grouping'[2]  ## => 'u' 

## start (with negative integers)
print 'coup_ate_grouping'[-1]  ## => 'g'
print 'coup_ate_grouping'[-2]  ## => 'n' 
print 'coup_ate_grouping'[-3]  ## => 'i' 

## start:end 
print 'coup_ate_grouping'[0:4]    ## => 'coup'    
print 'coup_ate_grouping'[4:8]    ## => '_ate'    
print 'coup_ate_grouping'[8:12]   ## => '_gro'    

## start:end 
print 'coup_ate_grouping'[-4:]    ## => 'ping' (counter-intuitive)
print 'coup_ate_grouping'[-4:-1]  ## => 'pin'
print 'coup_ate_grouping'[-4:-2]  ## => 'pi'
print 'coup_ate_grouping'[-4:-3]  ## => 'p'
print 'coup_ate_grouping'[-4:-4]  ## => ''
print 'coup_ate_grouping'[0:-1]   ## => 'coup_ate_groupin'
print 'coup_ate_grouping'[0:]     ## => 'coup_ate_grouping' (counter-intuitive)

## start:end:step (or stop:end:stride)
print 'coup_ate_grouping'[-1::1]  ## => 'g'   
print 'coup_ate_grouping'[-1::-1] ## => 'gnipuorg_eta_puoc'

## combinations
print 'coup_ate_grouping'[-1::-1][-4:] ## => 'puoc'

Conclusion
The cognitive load associated with understanding how slice notation works in python may indeed be too much for some adopters and developers who do not wish to invest much time in learning the language.
Nevertheless, once the basic principles are understood, the power of this approach over fixed string manipulation methods can be quite favorable.
For those who think otherwise, there are alternate approaches, such as lambda functions, iterators, or simple one-off function declarations.
If desired, a developer can implement her own string.reverse() method, however it is good to understand the rationale behind this ""quirk"" of python.
See also

alternate simple approach
alternate simple approach
alternate explanation of slice notation 

"
"[INST] Not obvious from the flask documention on how to get the query string. I am new, looked at the docs, could not find!   
So
@app.route('/')
@app.route('/data')
def data():
    query_string=??????
    return render_template(""data.html"")

 [/INST] @app.route('/data')
def data():
    query_string=??????
    return render_template(""data."")

@app.route('/data')
def data():
    query_string=??????
    return render_template(""data.html"")

  @app.route('/data')
def data():
    query_string=??????
    return render_template(""data.html"")

  @app.route('/data')
  def data():
    query_string=??????
    return render_template(""data.html"")

  @app.route('/data')
  def data():
    query_string=??????
    return render_template(""data.html"")

  @app.route('/data')
  def data():
    query_string=??????
    return render_template(""data"")

  @app.route('/data')
  def data():
    query_string=????????
    return render_template(""data.html"")

  @app.data/data.html
  def data():
    query_string=????????
    return render_template(""data.html"")

I also want to add to this file the query string ""data"", which should be data-string.
  [/INST] @app_path(/)
    (data_string,/template/data/)
    (data_string,/template/data/)
    (data_string,/template/data/)

  @app_path('data')
  def data():
    return render_template(""data"")
  @app.data('data')
  def data():
    return render_template(""data"")

  @app.route(""/data"")
  def data():
    return render_template(""data"")

  @app","Not obvious from the flask documention on how to get the query string. I am new, looked at the docs, could not find!   
So
@app.route('/')
@app.route('/data')
def data():
    query_string=??????
    return render_template(""data.html"")

","Werkzeug/Flask as already parsed everything for you. No need to do the same work again with urlparse:
from flask import request

@app.route('/')
@app.route('/data')
def data():
    query_string = request.query_string  ## There is it
    return render_template(""data.html"")

The full documentation for the request and response objects is in Werkzeug: http://werkzeug.pocoo.org/docs/wrappers/
"
"[INST] I am learning the ropes in Python. When I try to print an object of class Foobar using the print() function, I get an output like this:
<__main__.Foobar instance at 0x7ff2a18c>

Is there a way I can set the printing behaviour (or the string representation) of a class and its objects? For instance, when I call print() on a class object, I would like to print its data members in a certain format. How to achieve this in Python?
If you are familiar with C++ classes, the above can be achieved for the standard ostream by adding a friend ostream& operator << (ostream&, const Foobar&) method for the class.
 [/INST]dorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorfdorf","I am learning the ropes in Python. When I try to print an object of class Foobar using the print() function, I get an output like this:
<__main__.Foobar instance at 0x7ff2a18c>

Is there a way I can set the printing behaviour (or the string representation) of a class and its objects? For instance, when I call print() on a class object, I would like to print its data members in a certain format. How to achieve this in Python?
If you are familiar with C++ classes, the above can be achieved for the standard ostream by adding a friend ostream& operator << (ostream&, const Foobar&) method for the class.
","You need to use __repr__. This is a standard function like __init__.
For example:
class Foobar():
    """"""This will create Foobar type object.""""""

    def __init__(self):
        print ""Foobar object is created.""

    def __repr__(self):
        return ""Type what do you want to see here.""

a = Foobar()

print a

"
"[INST] filter, map, and reduce work perfectly in Python 2. Here is an example:
>>> def f(x):
        return x % 2 != 0 and x % 3 != 0
>>> filter(f, range(2, 25))
[5, 7, 11, 13, 17, 19, 23]

>>> def cube(x):
        return x*x*x
>>> map(cube, range(1, 11))
[1, 8, 27, 64, 125, 216, 343, 512, 729, 1000]

>>> def add(x,y):
        return x+y
>>> reduce(add, range(1, 11))
55

But in Python 3, I receive the following outputs:
>>> filter(f, range(2, 25))
<filter object at 0x0000000002C14908>
>>> map(cube, range(1, 11))
<map object at 0x0000000002C82B70>
>>> reduce(add, range(1, 11))
Traceback (most recent call last):
  File ""<pyshell#8>"", line 1, in <module>
    reduce(add, range(1, 11))
NameError: name 'reduce' is not defined

I would appreciate if someone could explain to me why this is.
Screenshot of code for further clarity:

 [/INST] The first part of the code is to define the filter(1, 11) function and then apply this filter on the range of numbers given. This is done through a function definition named 'cube'. This name is important because it is the name of the function, and it is the part of the signature of the function that makes this function special.

    def cube(x):
        return x*x

    def f(N, k, cube):
        return (N*k, cube","filter, map, and reduce work perfectly in Python 2. Here is an example:
>>> def f(x):
        return x % 2 != 0 and x % 3 != 0
>>> filter(f, range(2, 25))
[5, 7, 11, 13, 17, 19, 23]

>>> def cube(x):
        return x*x*x
>>> map(cube, range(1, 11))
[1, 8, 27, 64, 125, 216, 343, 512, 729, 1000]

>>> def add(x,y):
        return x+y
>>> reduce(add, range(1, 11))
55

But in Python 3, I receive the following outputs:
>>> filter(f, range(2, 25))
<filter object at 0x0000000002C14908>
>>> map(cube, range(1, 11))
<map object at 0x0000000002C82B70>
>>> reduce(add, range(1, 11))
Traceback (most recent call last):
  File ""<pyshell#8>"", line 1, in <module>
    reduce(add, range(1, 11))
NameError: name 'reduce' is not defined

I would appreciate if someone could explain to me why this is.
Screenshot of code for further clarity:

","You can read about the changes in What's New In Python 3.0. You should read it thoroughly when you move from 2.x to 3.x since a lot has been changed.
The whole answer here are quotes from the documentation.
Views And Iterators Instead Of Lists

Some well-known APIs no longer return lists:

[...]
map() and filter() return iterators. If you really need a list, a quick fix is e.g. list(map(...)), but a better fix is often to use a list comprehension (especially when the original code uses lambda), or rewriting the code so it doesnât need a list at all. Particularly tricky is map() invoked for the side effects of the function; the correct transformation is to use a regular for loop (since creating a list would just be wasteful).
[...]


Builtins


[...]
Removed reduce(). Use functools.reduce() if you really need it; however, 99 percent of the time an explicit for loop is more readable.
[...]


"
